1,user449332
1,therman
1,windsurf88
0,Adolf
0,Sadhir
4,Henri Bauer
0,Йоан-Александър Григоров
1,Cristy
2,Gatman
3,bursk
1,RSC
0,Chatura Wellage
1,Jacob.Arndt
0,Fuzzy
1,MapDot
5,user365935
1,Howdoyoudouken
5,user390902
1,dave_in_atl
2,user283335
2,cpt_ahag
-7,kakadoodles
2,codem
3,mellort
0,slowpoison
5,Francisco Alvarado
0,hephaestus042
10,user235022
1,southp
2,RickB
3,kyork
2,deadbinky
0,user146911
2,djanowski
1,Richard Ibarra Ramírez
1,Adam Loska
24,Charles Miller
3,MrFox
3,Brian Frost
2,Wil Doane
5,smcameron
0,Sebastian Gift
8,chris__allen
3,tihi
2,Bilbainita2010
-3,AlastairDewar
0,tonkapark
18,Tom Hangler
3,mosch
1,snackdefend
1,Brett Geren
1,Yildirim Karal
17,user522767
7,Alok Kulkarni
0,user340374
0,Duy Nguyen
1,Hong
2,TheSENDER
2,htdahms
0,A2D
3,OopsForgotMyOtherUserName
4,seadowg
4,Kyle Howard
1,supermai
0,ImproperUsername
2,Squidly
35,Brian Chapados
12,Tom Hazel
1,BGR
2,3rensho
1,user299319
2,BSchlinker
2,Carmen
0,ManBeast
0,frank2009
6,Tord
83,Hant
1,Scott Jones
10,user129236
0,joshski
5,GobiasKoffi
6,abayer
1,tahdhaze09
1,Vagmi Mudumbai
6,Matthew
2,Gareth Hastings
18,user11318
2,Steve g
6,ento
7,Mike Ho
0,surbhi mahnot
1,Jonni
3,Brett Gmoser
0,Brian Schulte
3,toobsco42
1,TwoDiv
2,s00pcan
3,Abdul Hakeem
0,HappyNuclear
0,user424950
3,pc-mac
8,Jasmo
1,fbrandel
3,Kazzin
1,nexus6
22,jonathan robie
1,user342197
1,E.W.
2,TerryTough
15,FrustratedWithBranches
1,user411406
1,yoshida27
0,Zeb
6,Phoo
0,user294448
0,kaiserasif
5,Jess Riedel
0,dSebastien
10,jimmyti
0,Casey Chow
9,David Balatero
3,morningstar8
1,user257564
3,maskefjes
3,Tom De Bie
5,checker659
1,Rakesh.P
0,TeagansDad
0,Garland
4,Francis
0,Ehren Dames
58,ericsson007
2,scribble
12,alexus
46,Inertiatic
1,dutzi
4,pyrachi
1,jojonas
4,gjpc
1,ninjazzzzzzzz
14,MF Ramen
-1,user523424
1,Pulendar Vadde
53,TheGentleOne
2,ngs
0,Kriss A
8,voidlizard
2,Jameson Detweiler
7,craika
6,blackpool
-1,Thoti
3,Jeff Schoolcraft
1,Jithin PG
35,Mundi
17,sharp02
5,Cobby
2,chiguire
4,Get the Jaws of Life
2,Sean C
1,SureshKumar.K
4,blkrbt
0,TheIG
8,JoshSpacher
0,user301215
1,GeorgiTunev
1,CdeeR
2,reality displays
1,Andrew Cowan
0,Fabio Montezuma
5,Scott Radcliff
0,Saad aldawood
2,Rick Beerendonk
3,ewitch
265,Major Major
9,wuher
2,David Smythe
5,themoondothshine
0,queandans
11,Andy Blackman
1,yd39
3,Kevin Dewalt
0,Eriedor
1,Jeremy Lightsmith
1,steveh7
0,Haseeb Asif
13,Hein
8,Alexis
1,broc
4,rresino
4,Johan Kool
3,np-hard
3,tkersh
2,lococobra
0,mortar
0,5N0U7
0,Looking_For_Advice
1,Doris Chen
4,poulenc
0,cdmayer
1,Rune Andersen
0,Kappe
3,mylas
5,Mark Huot
3,Jeremy Gustie
1,ApacheImageUser
0,kylexy1357
12,AnthonyW
10,walterbing1
0,3sdmx
8,Reuben Scratton
23,bh5k
1,dr_csharp
2,Kharlos Dominguez
0,user370635
2,user372950
4,Bumzur
2,sat_s
4,Michael Bruckmeier
0,mkilmanas
1,user318862
-1,user331329
0,Gordon C
0,supriya khamesra
1,Andres Freyria
80,joroj
4,Vivek Bernard
2,p1nG
2,Nemo157
4,MECU
4,indy
12,exclipy
14,pingu
9,wmorrell
1,elpaso66
3,user15074
4,Domchi
3,xer0x
6,calvinkrishy
3,Void
3,Jon Morley-Jones
0,Niek van Ruler
0,tonlap
3,TPham
2,xinit
1,arad
1,user426594
0,funfetti
6,MaratSafinWang
0,SAGGI
0,bricklayer137
2,sneas
2,macasas
0,FloydThreepwood
2,learning-emacs
12,Lucas Machado
3,turkishweb
4,Hans Bacher
1,Maureen
3,rann
2,TortTupper
4,Larry Morell
1,MMBPro
4,Rio Mango
1,Michael Frey
6,Brad G
5,Elomar Nascimento dos Santos
1,Kazu
1,user344146
7,Sadi
2,Therealstubot
8,Jon Kroeker
1,subv3rsion
0,jpauclair
0,lupind
19,acdx
2,User1611
4,delta
3,malay
118,crazyx
11,Diablo.Wu
8,Bruce the Hoon
7,Oskar
2,user20353
1,Chris Lyon
3,mat690
4,Indy9000
1,Dobromir Velev
2,user517837
2,AlexF
0,Sally House
2,johny_walker
4,Keenan Gebze
0,SmileMZ
0,kabum
2,Adam Thompson
3,user501327
2,bentech
0,Zig
0,user397729
2,user405477
9,Jack S.
2,user444887
1,mahmut
12,Alex Rios
0,kvel
0,areo
0,Poliveira
1,Ben2307
3,wleftwich
0,David_214
0,user258152
2,Jay Zhu
1,Brother Joseph
34,dcolish
1,wachunga
4,Antwan
7,fspirit
4,user170868
66,hd82
1,bphilipnyc
3,Mauro
4,shoover
5,Drew Dara-Abrams
2,First Step
3,Brad G.
10,esm
1,user538946
3,alfesani
25,Stefan Morrow
0,madi
0,Shodhan
1,aymeba
4,user537638
5,Andrew Moylan
0,hnkz
14,Kerem Baydoğan
0,Channa
0,Colin D
17,kgi
0,mcmajkel
1,BaskoAndrey
2,Rob Bennet
0,Kelvin Li
2,user330710
2,user373050
1,randomProgrammer
0,xss
1,Devloper
6,Joe Strommen
12,zed91
10,user279470
1,Pravin Satav
1,yash
3,Li0liQ
3,humblecoder
2,pinky22
1,sql builder
2,nioq
2,Babar
1,Maestro1024
1,SingAlong
5,Oliver Mason
2,Blessed Geek
4,The How-To Geek
9,Cristian Sanchez
5,Bennor McCarthy
0,eaguilar
2,Hakuna
4,AdminMyServer
0,ankurgoel
0,user448359
1,Ssancho
7,Tobiah
3,Joel Andritsch
0,amanas
2,Kukosk
0,Corey R
3,Shivkrish22
0,Brumbrum
2,EL-Prince
21,ranv01
17,FibreCode
10,tomorini
16,Arthur Shvetsov
1,user359562
2,Robert Fall
0,Patrick Morrow
3,SystematicFrank
4,user253217
6,zaplec
1,mera
1,sjdngkjsdgjsdn
4,Alexis Lê-Quôc
2,may
3,John Davies
1,malik
0,charoco
1,Impress TheNet
1,ladaghini
1,complexcipher
1,Robert Monnet
0,user130933
2,Jack Tanner
5,Doug Richardson
0,user200523
45,Craz
2,imaverick
7,Diarmuid Bourke
3,Rogier
7,Nicolai Ustinov
3,jipipayo
5,ianaré
1,eldn
1,Andy Huang
3,user517711
0,Vadim Eisenberg
2,Jeremy David
1,JAVA_WEB_NEWBIE
0,Will Kunkel
1,user453831
0,andsri
0,magnusvk
3,zergu
1,habbo95
1,user355367
0,terbooter
3,lornix
0,John Mitchell
0,Gloria Sadowski
4,Peri
1,Stefan T
2,Wiszh
1,Paul Willy
3,6502
1,jmking
0,Raheem
1,B K
39,Suresh Thayu
6,anurag-jain
0,user288992
33,j0ni
0,Abspirit
7,bosmacs
-1,Maarten van Stam
1,Acet
3,Brett Stahlman
1,blewinski
1,GUZ
3,Nhu Phuong
13,SuperSized
28,Patrick Fisher
2,Chris Martin
5,Rob Wells
13,jb.
3,Mike Paterson
2,messenger
7,rivy
0,pflunk
2,GreensTuf
6,Paresh Thakor
7,carbonr
1,Unmanned Player
3,andys
4,Yateen
0,Serei
10,Steve Mills
1,Xin Zhang
1,Phil John
0,mpoplin
2,simekadam
238,Brigadier
2,Guevaro
0,Nation
2,Matt Fisher
0,Nickle
1,Emaad Ali
0,John Jin
1,Martin Ybarra
2,Andy Cheeseman
3,Patxi1980
29,mmrobins
15,Charlie Collins
0,reeve
0,Arun S
0,Meekohi
4,Royi Hagigi
3,Ludovic Dubois
2,Samik R
1,Danielle Paquette-Harvey
2,Jeff Maes
1,user210692
4,ibnu triyono
6,sunqiang
2,Nader Eloshaiker
0,Geethapriya
1,sdsantos
4,tbehunin
4,Nikolai Prokoschenko
3,misteraidan
5,Bklyn
7,Ajay
4,Mr. Palomar
12,JaredReisinger
0,Tools
0,shachibista
3,Alan Macdonald
2,guldari
0,user479013
10,Deepak A
1,Corneliu Dascălu
0,Njoroge Njiraini
0,q Tran
0,ilikeC
9,Adrian Romanelli
1,George Trevour
3,R Jack
1,user445617
0,user350543
-1,Jon Harris MSFT
1,Paul Patterson
-1,rmmoul
9,Geir Sørensen
0,krainboltgreene
1,Stacia
0,asdasdas
5,TheTSPSolver
1,Digital Rant
1,safetycopy
0,MarcoC79
2,Hara Chaitanya
3,conordarcy
13,user275790
1,msolomon
5,Sirp
0,Kailash Awasthi
3,dr.lijenjin
0,Brian Wirthlin
3,doppelfish
0,nateday76
0,Asem Ibohal
3,coryisaacson
0,yveslebeau
2,dabuild
2,bpescatore
1,sentus
2,Becky
1,Red Lion
2,kswan
2,Professional Sounding Name
0,minameismud
0,SpittingCAML
1,Baskaran
13,ariddell
3,vshkil
1,ScottR
2,HansUp
1,moiseev
2,evadeflow
1,Ashish Sharma
0,luismreis
2,borfig
4,Magua
0,Onur Kucukkece
3,reminder
2,ulidtko
0,user536696
3,user372304
0,motoku
1,JA1
0,John Vert
0,matthewpavkov
2,Eiswind
3,magicshui
1,nzsystem
0,Aviral
4,SwapsAgNO3
2,BlazingFrog
1,Peter Thornton
1,Ales
1,Kory
2,gubaer
0,korenani
1,Fredrik Hu
2,neoblitz
0,Igor Stevebin
7,Holy Crap
6,amitre
0,Quiz
2,Iain Macleod
3,Jim Hoerber
167,haddar
3,GenericProgrammer
5,tmslnz
2,user222585
21,iconoclast
0,Aleš
3,NineBerry
9,Yacoby
0,user137622
3,user142865
2,hollsk
2,JonLeah
2,yowkee
152,Alex. S.
28,praveen chettypally
2,Igor Pavelek
2,Dmitry Zhukov
0,Anyul Rivas
2,henryeverett
27,CopyAndPaster
0,itsphil
0,SUBRATA DAS
2,Ed Parker
0,Glee
17,xl42ii
20,xinunix
4,leeladharan acharya
5,Alexander Sagen
1,T0ha
0,user341083
1,klang
63,nyb
2,Big Crunchy
43,Anurag Verma
1,Herb Powell
3,Moon13
2,Jezza
1,Jim McGowan
3,nazila
44,Neum
0,user334046
3,David Ward
1,Tanmoy Mitra
-4,CloudSurfer
10,Bernd Haug
0,Ivey
-1,user260931
1,Jaap
2,freestyletin
0,Wizir
3,Esben Mose Hansen
0,user200233
2,elvencode
14,Adam L
5,Steve Hawkins
46,Ken Randall
3,acostache
18,SocialCensus
3,Guy Gervais
1,sobiech
0,GiridharBandi
0,Scudelari
6,Vijay Athreyan
16,placeholder
0,JoshGough
0,raghuu
0,Spodgy
0,Newbattu
1,Shul
2,mmatz
1,Ladracu2001
0,user441392
0,basma osman
0,Andrew Kosta
0,Amazon
16,JBL
2,Aaron Rodgers
0,kmugitani
2,akouzmit
2,zsolt világos
0,user233585
17,Wade Arnold
2,Shawn Hefter
8,osama alia
0,Raheel Khawaja
1,MissRaphie
4,naaka
8,user175750
84,chrsan
1,user200008
1,user226150
3,AlbertoPL
0,cgmack
4,SWR
2,Mark Robinson
3,mnuzzo
0,RickardN
1,joshhawthorne
4,anil
5,Chris Drappier
6,Ian Carpenter
3,grefab
46,cflewis
416,dmanxiii
1,ssorrrell
25,Derek Morrison
11,mquander
1,Kushal
1,evanmcd
0,vtokmak
1,user505145
4,hfm
0,tony the tiger
9,steini
7,Alexander Gololobov
1,Gobliins
4,Suleman
-2,SBB
2,jones77
1,Dave LeJeune
0,Dreendle
2,Dominic McDonnell
1,user368873
3,Vikram Gehlot
3,Andy S.
3,JWhiz
2,Mateen Dar
0,wolves
2,jho
6,andrewmabbott
0,KarenMelhuish
5,fubart
3,thomallen
0,Gaioshin
0,user155790
2,Ramin Honary
0,user189288
3,bigtv
2,Student
6,Dhaust
0,skfd
17,beaudeal
2,Khb
45,WarpedBoard
2,Burt
0,Jimshreds
1,histone2
6,Null Pointers etc.
0,mehar nazeer
2,Ramil
16,cesarggf
1,user464034
20,leosamu
0,kuno
5,aiionx
2,Micheal Smith
6,Dan Johnston
0,MCain
1,Maksymilian
3,Stramit
1,jamie0725
9,Sam Zhou
1,NPayette
11,kapso
11,Martin Ba
8,Ilian Pinzon
2,Kevin Vermeer
-1,yoodle
3,user220755
7,arhuaco
0,user235599
1,user238009
1,niel41
5,Leafy
5,Steve N
4,Theozaurus
1,genki
1,Matt_JD
1,thethinman
12,blak3r
8,ramusus
1,Enrique Juan de Dios
2,Robert DeBoer
9,djt9000
1,Strewelpeter
1,Sel--ium Automater
0,molesworth
2,jizugu
8,Dipak Patel
1,Tali Lerner
20,Arialdo Martini
1,Marco Kijlstra
3,terminator
18,Gus Oakes
0,peter81
2,Andrew G
3,thulasi
3,user392471
0,kolo
5,user399915
3,this.matt
0,T_lord
1,M0-3E
2,Jorge Råström
4,JohannesM
9,lomac
1,Q_Mlilo
12,sriharsha
3,Ben Ziegler
1,zenerino
2,ThyPhuong
5,Eric Warriner
0,new_coder
3,Dillie-O
11,Jérôme
6,workmad3
4,jerome
13,Marcos Lara
3,Nahir Khan
1,user554665
5,Wouter Hoolwerf
2,Dale Marshall
0,R33BOOT
2,Qiong Wu
-1,user502814
0,Joey Rivera
1,Prakash kavar
11,Mark Willis
0,Omar Mir
2,Dronz
6,David Unric
2,yoyo
7,gshx
7,zep
1,Robin Berjon
1,user416062
1,Artwork and Web Development
2,pablora
1,user430802
1,Nathanial Allan
1,James Andersson
2,Primary Key
0,Cassy
1,res1
26,ranthonissen
1,blindworld
0,user411845
5,Saubhagya
1,Kush
7,Dividendium
12,cdg
2,pat.inside
0,Grzesiek
4,Tim Fountain
4,Jeff Storey
3,Paul Butcher
7,bluwater2001
3,Wim
5,Jedi
2,Brendan Heywood
31,Sridhar Ratnakumar
2,trappedIntoCode
13,James Skidmore
1,Jaxwood
10,Pascal Polleunus
13,Carl
31,Jason Navarrete
8,alexei.vidmich
1,John Papa
29,philnash
1,jongala
14,devemouse
0,Jamie Irwin
1,edwardb
4,Think Top Down
3,Kef Schecter
1,robinjoseph
3,Mafahir Fairoze
9,Martin Gross
3,ethangao
27,user417894
1,"Jesvin "
0,fbuckle
3,Chor-ming Lung
7,GPQues
-1,blood orchid
12,ASeale
0,ProgrammingNub
1,igorepst
0,jakkapun
1,gurkan
1,patrickkidd
0,Safe
3,Vicente Botet Escriba
1,LEO-BEE
3,Brian McCord
1,zhangxiaoning
4,TheBoss
4,Matt Wear
2,Colin Jones
0,ajcooper
0,andematt
10,Samuel De Backer
0,ImIan
3,user225405
0,pvncad
-1,Sscheme
10,SyntaxT3rr0r
7,at.
1,J Wolfgang Goerlich
5,adamkrell
3,Jane
5,Karl Blessing
3,Avalon
1,Nadia
6,Nathan Hughes
17,resopollution
11,optixx
4,jBilbo
14,Tony Morris
2,oltman
2,Mike Camilo
12,Dan Dyer
1,Randy
2,Windows programmer
12,user50612
29,cppalphadev
6,pope
0,user496218
0,Johannes L
4,STE_V_P
2,Vart
1,travelboy
4,Lumpi
1,Tom Johnstone
3,Андрей Костенко
2,Dan Koster
5,Treep
0,sthomps
0,dcfoster83
1,carlrice
0,McPatrick
1,user399883
1,Clark Birkelund
1,Aviro
11,adstro
0,toothsome
1,Tavi
1,Touch Typing
0,Manikandan S
1,Erik Lickerman
0,Dating Solutions
0,user220897
1,Jaydeep_old
0,Elliott O'Hara
5,Werner Mathé
0,AnHund
0,user282089
4,mivk
0,Ragnagard
0,Ulli
20,Mahmoud Hossam
-1,ranju
6,Ofri Raviv
1,stevechol
18,saturdayplace
2,evnafets
2,basvo
0,marcush
9,Alexi Groove
1,Primehaxor
1,Stiopa
5,Developer23
0,james-geldart
2,Andrew T Finnell
1,Jurian Sluiman
0,Eswar Rajesh Pinapala
0,syedmuhd
1,Hannesh
1,atamar
9,Manuel Ramón
0,Tatsh
5,345871345
5,richsoni
2,Chengjiong
3,angryInsomniac
0,farhad2161
1,brian_mk
0,arrgggg
0,Tass-man
5,Kevin C
2,Sasha Grn
4,Shailaja karingula
3,Drew_StackID
0,asmodi
1,anon coward
2,userb
1,user272935
3,user285747
4,Jeff Bradberry
22,Rune Kaagaard
2,Mook
1,user181903
2,cro
1,success_anil
8,Lukas Šalkauskas
13,Ned Batchelder
1,AgentK
4,Andreas Skoog
4,wires
1,Overture
4,srknc
2,Richard Woolf
5,Kelly McDonald
1,BenFive
1,Rajeev Kumar Mehta
0,j.usher
28,Damir Zekić
1,Davebs
2,yeysus
8,Saren Inden
0,yesenin
0,ForeignCat
0,Beetle
0,malificent
0,bu0489
1,Petre Lukarov
1,rikkit
1,Chris Thiessen
0,Aaron Macintyre
1,Peter Friese
2,user294937
2,okie.floyd
-1,ronnee
3,Sarabjot
4,neer
0,centerpro
0,sinrt
2,dmt
48,Camal
0,gvidou
3,Tero Jokinen
4,Aayush Puri
1,Yoenhofen
3,leonidv
8,timbonicus
2,dpc.pw
5,MarcinLe
10,lukiffer
3,leonm
16,rcoder
8,Jamey
3,nutbar
2,co-cat
7,user32957
2,Jordij
2,Benoit Martin
0,Roland Sams
1,Joe Moe
1,user449556
1,Nicolas Grasset
1,user467365
1,Arpan Aggarwal
0,Sreeraj
0,Developer_H
84,Dharamvir
2,A.Bouchez
1,user395799
3,Ellen Blauw
3,googi
1,darkfreq
2,user338418
1,Portsmouth
0,Yang Ching
77,Server
2,Harts
1,Rob Morning
39,warvariuc
1,Matt Christian
0,Ashim Ghosh
9,Eggplant Jeff
1,Thisara
6,Steve Renyolds
17,user170486
21,Ilyes Gouta
2,Atharva
0,Hennebert
1,jaltiere
1,ILikeFood
1,winshent
2,FromTheMountain
10,Jason Orendorff
1,Pekka
3,Kobus Smit
11,Saajid Ismail
2,Liam Westley
3,mjmcinto
1,J.W.
6,ss2k
0,kuba53280
4,RobSullivan
2,user530928
2,W.Sun
2,user464164
10,Ventral
0,Chris Griffin
2,WixNoob
0,AllOver
165,Shankze
1,Peter Herr Gott
